alt                      press                    temp                     density                  eddy                     O                        O2                       H2O                      H                        OH                       HO2                      H2O2                     H2                       CO                       HCO                      H2CO                     CH4                      CH3                      C2H6                     NO                       NO2                      HNO                      H2S                      HS                       S                        SO                       SO2                      H2SO4                    HSO                      S2                       S4                       S8                       SO3                      OCS                      S3                       O3                       HNO3                     N                        HO2NO2                   NO3                      N2O5                     N2O                      CH3O                     CH3ONO                   CH3ONO2                  CH2ONO2                  CH3O2NO2                 CH3O2                    CH3OH                    CH3OOH                   CH2OOH                   HCL                      CL                       CLO                      HOCL                     CL2                      CH2O2                    CH2OH                    OCLO                     CLOO                     CLONO                    CLONO2                   CLNO                     CLNO2                    CH3OCL                   CL2O2                    CL2O                     CLO3                     HCLO4                    CL2O4                    SO4AER                   S8AER                    CO2                      N2                       SO4AER_AERSOL            S8AER_AERSOL             SO4AER_WFALL             S8AER_WFALL              SO4AER_RPAR              S8AER_RPAR               
2.5250000000000000e+01   3.7755816051057603e-04   1.3999999000000000e+02   1.9533163000000000e+16   5.2787299000000004e+06   3.1074630000000000e-08   7.4882260999999996e-04   6.9595236000000003e-09   3.0989879000000002e-10   1.8042460000000001e-11   3.3085489000000002e-10   2.3482420000000000e-09   2.6547314000000001e-05   4.8886950000000002e-04   3.5045729999999999e-18   1.4490140999999999e-19   5.5787949999999998e-14   8.3626240000000004e-25   2.3869726000000000e-35   4.1604059000000002e-17   5.6563690999999999e-19   1.2716508000000000e-23   4.1545315999999998e-15   4.3663838000000000e-17   6.3251148999999999e-15   1.8908531000000001e-09   5.1923556000000003e-09   4.1197454000000000e-15   3.4356795999999999e-15   5.4846530999999997e-24   3.6525775000000000e-31   1.6739388999999999e-22   2.9058283000000002e-12   2.0169136000000000e-19   9.4643561000000000e-36   4.0517563000000002e-08   6.4664032999999999e-21   9.7715123000000006e-20   1.4098442999999999e-19   8.7663638999999991e-22   1.2517225999999999e-31   2.7702803000000001e-14   3.5652347999999997e-21   1.5678824000000001e-26   4.4498473000000000e-32   8.2499433999999996e-45   6.7754039000000004e-47   1.1499616000000001e-20   8.2796516000000007e-30   1.9115335000000000e-19   1.1097260000000000e-29   1.4406283999999999e-09   1.0042216000000001e-12   1.3108111000000000e-13   6.1347394000000001e-14   8.5814613000000004e-18   3.0076285999999999e-31   7.1622742999999998e-38   4.3462393999999999e-20   6.3469010000000005e-16   1.4304925000000000e-24   9.8683268000000003e-25   3.5008586000000002e-24   9.7538787000000000e-25   8.5814066000000003e-25   4.6990937000000002e-21   2.5571240000000001e-33   1.1995106999999999e-15   2.0990816999999999e-14   8.2250991000000004e-18   2.2580365999999999e-09   9.9999999999999996e-39   9.5000000767924786e-01   4.8735660551896709e-02   1.5240587000000001e+00   9.6222477000000005e-30   2.0182907000000000e-01   2.7791120000000002e-01   1.0000000000000001e-05   1.0000000000000001e-05   
2.5750000000000000e+01   3.5260833857381999e-04   1.4000000000000000e+02   1.8242370000000000e+16   5.6491479000000004e+06   4.3383473000000001e-08   7.4889992000000004e-04   5.9008293000000004e-09   4.1739165999999999e-10   2.2784859999999999e-11   2.9885477000000001e-10   2.1746937000000000e-09   2.6547344999999999e-05   4.8906272999999997e-04   4.4080908000000002e-18   1.5441530999999999e-19   5.5787774999999998e-14   1.1295821000000000e-24   2.4182787000000002e-35   4.1745884000000001e-17   4.4218108000000004e-19   1.1692953000000000e-23   3.5313675000000001e-15   2.9920564999999998e-17   6.2660885000000003e-15   1.7460095000000001e-09   5.3369106999999997e-09   3.5880670999999997e-15   2.8784778000000002e-15   2.7080958000000000e-24   2.5867680000000001e-31   1.6739388999999999e-22   3.1945232999999999e-12   1.7460490000000000e-19   4.0648723000000000e-36   4.9335477000000001e-08   6.1119608000000000e-21   1.2231956000000000e-19   1.2663387000000000e-19   7.6065389000000001e-22   1.0119125000000000e-31   2.7689896000000000e-14   4.0881170000000001e-21   1.5765918999999999e-26   4.4498357999999998e-32   1.0545756000000000e-44   6.9366996000000001e-47   1.5897756999999999e-20   8.3943485000000005e-30   1.9431642000000000e-19   1.3304625000000000e-29   1.4402550000000000e-09   1.3559510999999999e-12   1.5749829000000000e-13   5.5919990999999998e-14   1.2026560999999999e-17   5.2432417000000002e-31   9.7638353999999998e-38   5.3248498999999999e-20   8.0044619000000002e-16   1.3409967999999999e-24   8.6663357000000001e-25   4.1030921000000002e-24   9.1995238999999991e-25   9.8566457999999995e-25   5.8069427000000000e-21   2.7122672000000000e-33   1.7209235999999999e-15   2.1027163999999999e-14   1.0087562000000000e-17   2.2537106999999999e-09   9.9999999999999996e-39   9.4999997259128066e-01   4.8735405098441875e-02   1.3941622000000000e+00   8.9863889999999999e-30   2.1747728000000000e-01   2.9756764000000002e-01   1.0000000000000001e-05   1.0000000000000001e-05   
2.6250000000000000e+01   3.2931385192274797e-04   1.4000000000000000e+02   1.7037218000000000e+16   6.0453195999999996e+06   6.1397629999999999e-08   7.4897492000000003e-04   5.1304700000000004e-09   5.5228895999999998e-10   2.8243901000000001e-11   2.6156756999999999e-10   2.0139635999999998e-09   2.6547370000000001e-05   4.8926339000000005e-04   5.4464983000000002e-18   1.6475951000000000e-19   5.5787600999999998e-14   1.5231886000000000e-24   2.4507051000000002e-35   4.1853576999999998e-17   3.4565303999999998e-19   1.0383146000000000e-23   3.0136574999999998e-15   1.9808599000000000e-17   6.2333187000000003e-15   1.6190840000000000e-09   5.4635697000000003e-09   3.1434446000000000e-15   2.3425440000000001e-15   1.2653411999999999e-24   1.8539427000000000e-31   1.6739388999999999e-22   3.4613603999999999e-12   1.5212037000000000e-19   1.6574428000000001e-36   6.0278448000000003e-08   5.7700695999999998e-21   1.5166980999999999e-19   1.1407699999999999e-19   6.5143774000000000e-22   8.1836465000000004e-32   2.7677734999999999e-14   4.6625794000000003e-21   1.5845196000000000e-26   4.4498249000000002e-32   1.3291562999999999e-44   7.0518906000000002e-47   2.1667791999999999e-20   8.5120130999999993e-30   1.9609407000000001e-19   1.5543661999999999e-29   1.4397562000000000e-09   1.8315135000000001e-12   1.8645957999999999e-13   4.9219018999999997e-14   1.6587203000000001e-17   9.0149268000000002e-31   1.3306647999999999e-37   6.4263065000000001e-20   1.0098373000000000e-15   1.2494913999999999e-24   7.5350050999999997e-25   4.7650637999999998e-24   8.6441612999999995e-25   1.1208371000000001e-24   6.9183082999999996e-21   2.7386934999999999e-33   2.4743115999999999e-15   2.1062898999999999e-14   1.2193199000000000e-17   2.2493647000000000e-09   9.9999999999999996e-39   9.4999999413049707e-01   4.8735079749464894e-02   1.2783068000000000e+00   8.3927183000000000e-30   2.3416672999999999e-01   3.1860853000000000e-01   1.0000000000000001e-05   1.0000000000000001e-05   
2.6750000000000000e+01   3.0756447441925797e-04   1.4000000000000000e+02   1.5912003000000000e+16   6.4690189000000004e+06   8.6900435999999997e-08   7.4904729000000001e-04   4.5708951999999997e-09   7.0930053000000000e-10   3.3929178999999997e-11   2.2214303999999999e-10   1.8666501000000000e-09   2.6547388999999999e-05   4.8947268000000001e-04   6.5306961999999999e-18   1.7596292999999999e-19   5.5787429999999997e-14   2.0281733999999999e-24   2.4844460000000000e-35   4.1926989000000003e-17   2.7609313999999998e-19   8.9142074999999998e-24   2.5821225000000002e-15   1.2846794000000000e-17   6.2530718000000001e-15   1.5141953000000000e-09   5.5682289000000000e-09   2.7694665999999998e-15   1.8643526999999999e-15   5.7821469000000000e-25   1.3441474999999999e-31   1.6739388999999999e-22   3.6910041000000003e-12   1.3339871000000000e-19   6.6527407999999998e-37   7.3359938000000003e-08   5.4431092000000001e-21   1.8596072999999999e-19   1.0312617000000000e-19   5.5852344000000003e-22   6.6370117000000004e-32   2.7666215000000000e-14   5.3030408999999996e-21   1.5917060000000000e-26   4.4498147000000002e-32   1.6317474000000001e-44   7.1223290000000004e-47   2.8716432000000001e-20   8.6319339000000001e-30   1.9634734000000001e-19   1.7461789000000001e-29   1.4391236000000000e-09   2.4407816000000001e-12   2.1596735000000000e-13   4.1709567000000002e-14   2.2382578000000001e-17   1.4870411000000000e-30   1.7884577999999999e-37   7.6138655000000003e-20   1.2569842000000000e-15   1.1672669000000000e-24   6.5018845999999996e-25   5.4490943999999999e-24   8.1184916000000003e-25   1.2590794000000000e-24   7.9073290999999995e-21   2.6282197000000000e-33   3.4942391999999999e-15   2.1097670000000000e-14   1.4475310000000000e-17   2.2450015000000001e-09   9.9999999999999996e-39   9.5000000942684593e-01   4.8734744777800376e-02   1.1746184000000000e+00   7.8384250000000003e-30   2.5195963999999998e-01   3.4113093999999999e-01   1.0000000000000001e-05   1.0000000000000001e-05   
2.7250000000000000e+01   2.8725727868039996e-04   1.4000000000000000e+02   1.4861400000000000e+16   6.9221409000000004e+06   1.2178684999999999e-07   7.4911686999999997e-04   4.1669749999999997e-09   8.8101828000000001e-10   3.9317229999999997e-11   1.8422732000000000e-10   1.7328225000000000e-09   2.6547400999999999e-05   4.8969138999999996e-04   7.5719251999999999e-18   1.8805410000000001e-19   5.5787261000000002e-14   2.6434141000000002e-24   2.5197028000000002e-35   4.1971470000000001e-17   2.2816791999999998e-19   7.4487805000000001e-24   2.2213682000000000e-15   8.2830807000000006e-18   6.3500337999999997e-15   1.4336398000000000e-09   5.6486039000000001e-09   2.4527850999999999e-15   1.4658285000000001e-15   2.6715615999999998e-25   9.8547504000000005e-32   1.6739388999999999e-22   3.8715804999999998e-12   1.1777005999999999e-19   2.7259664999999999e-37   8.8315842999999994e-08   5.1326195000000000e-21   2.2525082000000002e-19   9.3599459999999999e-20   4.8366453000000004e-22   5.4061488999999996e-32   2.7655233999999999e-14   6.0164228999999997e-21   1.5981923000000000e-26   4.4498051999999998e-32   1.9424510000000000e-44   7.1497843999999995e-47   3.6774063000000001e-20   8.7527847000000005e-30   1.9510351999999999e-19   1.8779034000000000e-29   1.4383604999999999e-09   3.1821858000000002e-12   2.4367697000000001e-13   3.4009545999999998e-14   2.9398801999999997e-17   2.3188124000000001e-30   2.3511387000000002e-37   8.8285613999999996e-20   1.5307087000000000e-15   1.0974510999999999e-24   5.5784595000000002e-25   6.1067765999999998e-24   7.6338961999999999e-25   1.3945637000000000e-24   8.6394198999999998e-21   2.3968064000000000e-33   4.7748008000000001e-15   2.1131002000000000e-14   1.6822728000000001e-17   2.2406242000000002e-09   9.9999999999999996e-39   9.4999999999999996e-01   4.8734416463263375e-02   1.0816763000000000e+00   7.3208866000000004e-30   2.7090860999999999e-01   3.6523867999999998e-01   1.0000000000000001e-05   1.0000000000000001e-05   
2.7750000000000000e+01   2.6829625713601198e-04   1.4000000000000000e+02   1.3880442000000000e+16   7.4067095000000000e+06   1.6786765999999999e-07   7.4918361000000000e-04   3.8791716999999997e-09   1.0600922999999999e-09   4.3976094000000000e-11   1.5044391999999999e-10   1.6120178999999999e-09   2.6547408000000001e-05   4.8991978000000004e-04   8.5026028000000005e-18   2.0104965000000000e-19   5.5787095000000001e-14   3.3531688999999997e-24   2.5566638000000002e-35   4.1993640999999998e-17   1.9537512000000001e-19   6.1130500999999998e-24   1.9189824999999998e-15   5.3858548000000003e-18   6.5453752999999999e-15   1.3778742000000000e-09   5.7042444000000003e-09   2.1826694000000001e-15   1.1513186000000000e-15   1.2834731999999999e-25   7.3035482000000005e-32   1.6739388999999999e-22   3.9966200999999996e-12   1.0469193000000000e-19   1.1758245000000000e-37   1.0466244000000000e-07   4.8393217000000001e-21   2.6949329999999998e-19   8.5322894999999997e-20   4.2403609999999997e-22   4.4264599000000000e-32   2.7644697999999999e-14   6.8036717999999993e-21   1.6040200000000000e-26   4.4497964999999998e-32   2.2431641999999999e-44   7.1345404000000003e-47   4.5434607999999999e-20   8.8726299000000003e-30   1.9253909000000001e-19   1.9359956999999999e-29   1.4374814999999999e-09   4.0428780000000003e-12   2.6753117000000000e-13   2.6722483000000000e-14   3.7466552000000002e-17   3.3995345999999998e-30   3.0116755000000001e-37   9.9945341999999994e-20   1.8164789000000001e-15   1.0375808000000000e-24   4.7645594000000004e-25   6.6912848999999999e-24   7.1858372999999996e-25   1.5209431000000001e-24   9.0177321999999999e-21   2.0814035999999998e-33   6.2600034000000001e-15   2.1162339000000000e-14   1.9089021000000001e-17   2.2362362000000002e-09   9.9999999999999996e-39   9.5000000720438149e-01   4.8734051957522007e-02   9.9893233000000003e-01   6.8376562999999996e-30   2.9099672999999998e-01   3.9104284000000000e-01   1.0000000000000001e-05   1.0000000000000001e-05   
2.8250000000000000e+01   2.5059183880157002e-04   1.4000000000000000e+02   1.2964495000000000e+16   7.9248870000000000e+06   2.2674148000000000e-07   7.4924751999999996e-04   3.6786660000000000e-09   1.2405662000000000e-09   4.7621935999999999e-11   1.2190322000000001e-10   1.5033852000000000e-09   2.6547410999999999e-05   4.9015758999999999e-04   9.2830816000000005e-18   2.1494445999999999e-19   5.5786931999999998e-14   4.1276992000000003e-24   2.5954868000000002e-35   4.1999121999999999e-17   1.7227972999999999e-19   4.9685698999999999e-24   1.6648745999999999e-15   3.5706321999999999e-18   6.8567423999999998e-15   1.3459770000000000e-09   5.7360729000000001e-09   1.9505401999999999e-15   9.1164311999999999e-16   6.5312972000000001e-26   5.4696346999999997e-32   1.6739388999999999e-22   4.0651623000000001e-12   9.3720433999999995e-20   5.4501433000000003e-38   1.2177002999999999e-07   4.5633605000000003e-21   3.1856923000000001e-19   7.8133745999999994e-20   3.7531604999999998e-22   3.6445701000000001e-32   2.7634524000000001e-14   7.6605176000000001e-21   1.6092310000000000e-26   4.4497886000000001e-32   2.5201981000000000e-44   7.0757110999999996e-47   5.4237046000000000e-20   8.9891124999999994e-30   1.8892269000000001e-19   1.9213756999999999e-29   1.4365082000000001e-09   5.0021065000000000e-12   2.8610659000000000e-13   2.0295635000000000e-14   4.6272592000000002e-17   4.6896810000000003e-30   3.7564090000000001e-37   1.1030719000000000e-19   2.0992878999999998e-15   9.8269384000000001e-25   4.0536559000000000e-25   7.1660035000000007e-24   6.7615001000000002e-25   1.6322939000000000e-24   9.0091195999999993e-21   1.7282009000000000e-33   7.8493580999999998e-15   2.1191116000000000e-14   2.1114829000000001e-17   2.2318407999999999e-09   9.9999999999999996e-39   9.4999998071656477e-01   4.8733700898884069e-02   9.2373517999999999e-01   6.3864508000000002e-30   3.1243081000000000e-01   4.1866224000000002e-01   1.0000000000000001e-05   1.0000000000000001e-05   
2.8750000000000000e+01   2.3406038672195198e-04   1.4000000000000000e+02   1.2109232000000000e+16   8.4789825999999996e+06   2.9971250999999997e-07   7.4930861999999998e-04   3.5439521999999998e-09   1.4181275000000000e-09   5.0117207000000001e-11   9.8579538999999996e-11   1.4058683999999999e-09   2.6547410000000000e-05   4.9040406999999999e-04   9.8972453999999997e-18   2.2970540000000000e-19   5.5786772000000002e-14   4.9270529999999996e-24   2.6362899000000002e-35   4.1991883999999998e-17   1.5514270000000001e-19   4.0250019000000001e-24   1.4507894000000000e-15   2.4295485999999999e-18   7.2992298999999993e-15   1.3362062999999999e-09   5.7458276000000003e-09   1.7495499000000000e-15   7.3199666999999997e-16   3.5514573000000002e-26   4.1378092000000000e-32   1.6739388999999999e-22   4.0806618000000003e-12   8.4490185000000004e-20   2.7409939999999999e-38   1.3894452000000001e-07   4.3045559000000002e-21   3.7230443000000002e-19   7.1883370999999994e-20   3.3387885999999999e-22   3.0179834000000002e-32   2.7624646999999999e-14   8.5783599999999993e-21   1.6138673999999999e-26   4.4497814999999997e-32   2.7648354999999998e-44   6.9727924000000003e-47   6.2748079000000000e-20   9.0997724000000007e-30   1.8455214999999999e-19   1.8449649000000000e-29   1.4354656000000001e-09   6.0355239000000003e-12   2.9870625000000000e-13   1.4960925000000001e-14   5.5403507999999999e-17   6.1146379999999999e-30   4.5677166999999999e-37   1.1865283999999999e-19   2.3660290000000001e-15   9.2811801999999992e-25   3.4367722000000001e-25   7.5086549999999994e-24   6.3475470000000000e-25   1.7239654000000002e-24   8.6442233000000003e-21   1.3794134000000000e-33   9.4169939999999993e-15   2.1216852999999999e-14   2.2756561000000000e-17   2.2274394000000001e-09   9.9999999999999996e-39   9.5000004954897221e-01   4.8733234421856397e-02   8.5514723999999998e-01   5.9651390000000001e-30   3.3531200000000000e-01   4.4822398000000002e-01   1.0000000000000001e-05   1.0000000000000001e-05   
2.9250000000000000e+01   2.1862388870606199e-04   1.4000000000000000e+02   1.1310617000000000e+16   9.0714626999999993e+06   3.8773799000000002e-07   7.4936692000000002e-04   3.4585094000000001e-09   1.5898498000000000e-09   5.1446220999999997e-11   7.9870363000000001e-11   1.3183531000000001e-09   2.6547406999999998e-05   4.9065815999999995e-04   1.0345088000000000e-17   2.4527045999999998e-19   5.5786615999999998e-14   5.7071483000000002e-24   2.6791506999999998e-35   4.1974523999999999e-17   1.4165648000000000e-19   3.2638744000000000e-24   1.2699437000000000e-15   1.7014493999999999e-18   7.8864947000000000e-15   1.3464411999999999e-09   5.7356233999999999e-09   1.5742353000000000e-15   5.9766945000000001e-16   2.0663723999999999e-26   3.1610163999999998e-32   1.6739388999999999e-22   4.0494556999999999e-12   7.6699415999999996e-20   1.4970969000000000e-38   1.5550096000000000e-07   4.0625543000000001e-21   4.3047116000000002e-19   6.6438872999999999e-20   2.9742509000000002e-22   2.5134681000000000e-32   2.7615015000000001e-14   9.5454961999999996e-21   1.6179716999999999e-26   4.4497751000000001e-32   2.9729388000000001e-44   6.8270111999999997e-47   7.0619922000000000e-20   9.2023917000000002e-30   1.7970735000000000e-19   1.7225472000000000e-29   1.4343783000000000e-09   7.1187901999999999e-12   3.0527876999999999e-13   1.0753974000000001e-14   6.4406931000000001e-17   7.5815581999999998e-30   5.4265719999999996e-37   1.2447906999999999e-19   2.6067770999999999e-15   8.7093209000000003e-25   2.9045248000000002e-25   7.7114237000000003e-24   5.9347939000000004e-25   1.7931046000000001e-24   7.9989651999999994e-21   1.0648326000000001e-33   1.0836067000000001e-14   2.1239236000000001e-14   2.3911538999999999e-17   2.2230336999999999e-09   9.9999999999999996e-39   9.5000007515063056e-01   4.8732791874300130e-02   7.9236647999999998e-01   5.5717326999999999e-30   3.5975245000000000e-01   4.7986402000000000e-01   1.0000000000000001e-05   1.0000000000000001e-05   
2.9750000000000000e+01   2.0420955141602399e-04   1.4000000000000000e+02   1.0564884000000000e+16   9.7049618000000007e+06   4.9139698000000002e-07   7.4942241999999997e-04   3.4092234999999998e-09   1.7538478000000000e-09   5.1685810999999997e-11   6.4994298999999994e-11   1.2397573000000000e-09   2.6547402000000001e-05   4.9091857999999998e-04   1.0636406000000000e-17   2.6155387000000001e-19   5.5786463000000001e-14   6.4265719000000003e-24   2.7241122999999998e-35   4.1948736999999998e-17   1.3047189000000001e-19   2.6565174000000001e-24   1.1167487000000001e-15   1.2266424999999999e-18   8.6316130000000001e-15   1.3744563000000001e-09   5.7076777000000004e-09   1.4202403999999999e-15   4.9649912000000004e-16   1.2824828000000000e-26   2.4377453000000000e-32   1.6739388999999999e-22   3.9793028000000002e-12   7.0098566999999998e-20   8.8392904000000006e-39   1.7082050000000000e-07   3.8368883000000000e-21   4.9278453999999998e-19   6.1683567000000000e-20   2.6471898000000002e-22   2.1052138999999999e-32   2.7605594000000000e-14   1.0548552000000000e-20   1.6215870000000000e-26   4.4497694000000001e-32   3.1441841000000001e-44   6.6418293999999998e-47   7.7616525000000005e-20   9.2952651000000004e-30   1.7462419000000000e-19   1.5707460999999999e-29   1.4332679999999999e-09   8.2298855000000004e-12   3.0625183000000002e-13   7.5746772999999999e-15   7.2852210999999994e-17   8.9981129999999995e-30   6.3145327000000003e-37   1.2756280000000000e-19   2.8150792000000001e-15   8.1016633999999999e-25   2.4478824000000001e-25   7.7785109000000007e-24   5.5195222000000004e-25   1.8387752000000000e-24   7.1695042999999998e-21   7.9982910000000001e-34   1.2000152000000000e-14   2.1258157999999999e-14   2.4531970999999999e-17   2.2186247999999998e-09   9.9999999999999996e-39   9.4999992427744595e-01   4.8732507836884209e-02   7.3471061999999998e-01   5.2043761999999999e-30   3.8587552000000003e-01   5.1372779999999996e-01   1.0000000000000001e-05   1.0000000000000001e-05   
3.0250000000000000e+01   1.9074937899310720e-04   1.4000000000000000e+02   9.8685152000000000e+15   1.0382293000000000e+07   6.1087900000000000e-07   7.4947513999999997e-04   3.3853079999999999e-09   1.9089916000000001e-09   5.0975482999999998e-11   5.3196131999999998e-11   1.1690794000000001e-09   2.6547395999999998e-05   4.9118399000000002e-04   1.0786383000000000e-17   2.7845580000000000e-19   5.5786314000000002e-14   7.0523061999999993e-24   2.7711931999999998e-35   4.1915706999999998e-17   1.2081434000000001e-19   2.1737211000000001e-24   9.8659224999999991e-16   9.0918422999999996e-19   9.5476116000000003e-15   1.4180668000000001e-09   5.6641672999999999e-09   1.2840959000000000e-15   4.1928348999999999e-16   8.4448890000000002e-27   1.8972341999999999e-32   1.6739388999999999e-22   3.8782403000000000e-12   6.4481208999999994e-20   5.5992964999999997e-39   1.8438909000000001e-07   3.6269910000000001e-21   5.5890191000000001e-19   5.7516511000000003e-20   2.3514796000000000e-22   1.7731899000000000e-32   2.7596362999999999e-14   1.1573885000000001e-20   1.6247562999999999e-26   4.4497643000000001e-32   3.2811024000000000e-44   6.4226808000000001e-47   8.3613604000000005e-20   9.3773436000000003e-30   1.6948596999999999e-19   1.4044697999999999e-29   1.4321527999999999e-09   9.3502253999999996e-12   3.0234910000000000e-13   5.2538620000000002e-15   8.0377221999999996e-17   1.0287020000000000e-29   7.2150466000000003e-37   1.2795942000000001e-19   2.9876138000000002e-15   7.4632898000000002e-25   2.0583320000000001e-25   7.7226258999999996e-24   5.1026632000000000e-25   1.8617389999999998e-24   6.2504120999999999e-21   5.8791974000000001e-34   1.2836744000000000e-14   2.1273717000000000e-14   2.4625520000000001e-17   2.2142134000000002e-09   9.9999999999999996e-39   9.4999999594670537e-01   4.8731984949384799e-02   6.8160136000000004e-01   4.8613374999999998e-30   4.1381617999999998e-01   5.4997088000000005e-01   1.0000000000000001e-05   1.0000000000000001e-05   
3.0750000000000000e+01   1.7817998556559177e-04   1.4000000000000000e+02   9.2182313000000000e+15   1.1106461000000000e+07   7.4599358000000004e-07   7.4952505999999999e-04   3.3775564000000002e-09   2.0546955000000002e-09   4.9488990000000000e-11   4.3826290000000003e-11   1.1054166000000000e-09   2.6547388999999999e-05   4.9145302999999997e-04   1.0812708000000000e-17   2.9587471000000002e-19   5.5786168999999997e-14   7.5630686000000004e-24   2.8203948000000003e-35   4.1876352000000002e-17   1.1223661000000000e-19   1.7897481999999999e-24   8.7566531000000004e-16   6.9139011000000002e-19   1.0647748000000001e-14   1.4751941000000000e-09   5.6071634000000002e-09   1.1630440999999999e-15   3.5936123000000001e-16   5.8631238999999998e-27   1.4896860000000001e-32   1.6739388999999999e-22   3.7538212999999998e-12   5.9676672000000001e-20   3.7727859999999998e-39   1.9581905000000001e-07   3.4322025000000002e-21   6.2842887999999997e-19   5.3851392000000003e-20   2.0839674000000001e-22   1.5018135999999999e-32   2.7587313000000000e-14   1.2608751000000000e-20   1.6275217000000001e-26   4.4497598000000001e-32   3.3880494999999998e-44   6.1762932999999997e-47   8.8582046999999997e-20   9.4482478999999995e-30   1.6442552000000001e-19   1.2356371000000000e-29   1.4310470000000000e-09   1.0464923999999999e-11   2.9443218000000003e-13   3.6055801999999997e-15   8.6715522999999997e-17   1.1393788000000001e-29   8.1141432999999999e-37   1.2594925000000000e-19   3.1235636999999999e-15   6.8076585000000002e-25   1.7278753000000000e-25   7.5614944000000002e-24   4.6881617000000000e-25   1.8640368999999998e-24   5.3206837000000003e-21   4.2505437999999997e-34   1.3311874000000001e-14   2.1286175000000001e-14   2.4245203999999999e-17   2.2098002000000000e-09   9.9999999999999996e-39   9.4999999620317621e-01   4.8731519136354207e-02   6.3254882999999995e-01   4.5410005999999997e-30   4.4372152999999998e-01   5.8875966999999996e-01   1.0000000000000001e-05   1.0000000000000001e-05   
3.1250000000000000e+01   1.6644217967341998e-04   1.4000000000000000e+02   8.6109700000000000e+15   1.1880674000000000e+07   8.9620004000000003e-07   7.4957221000000003e-04   3.3778120000000002e-09   2.1907648999999999e-09   4.7409849999999998e-11   3.6356842999999998e-11   1.0479675999999999e-09   2.6547382000000000e-05   4.9172444999999996e-04   1.0733732999999999e-17   3.1371945000000001e-19   5.5786027999999997e-14   7.9498855000000005e-24   2.8717076000000000e-35   4.1831450999999999e-17   1.0447456000000000e-19   1.4834010000000001e-24   7.8082029999999998e-16   5.3816872000000005e-19   1.1945638000000000e-14   1.5438884000000000e-09   5.5386089000000002e-09   1.0548978000000000e-15   3.1200682000000000e-16   4.2652640999999997e-27   1.1797341999999999e-32   1.6739388999999999e-22   3.6126951000000001e-12   5.5543981999999998e-20   2.6809969000000001e-39   2.0485637000000001e-07   3.2517813000000002e-21   7.0093155000000001e-19   5.0615053000000002e-20   1.8426578000000001e-22   1.2789167999999999e-32   2.7578445000000000e-14   1.3642157000000000e-20   1.6299245000000000e-26   4.4497559000000001e-32   3.4702514999999999e-44   5.9099184999999997e-47   9.2563874000000003e-20   9.5081833000000003e-30   1.5953283999999999e-19   1.0728432000000000e-29   1.4299613999999999e-09   1.1562556000000000e-11   2.8338405000000002e-13   2.4591307000000001e-15   9.1704616000000006e-17   1.2288141000000000e-29   9.0006503000000005e-37   1.2195770000000001e-19   3.2239353000000001e-15   6.1511854000000002e-25   1.4490250000000001e-25   7.3149578000000006e-24   4.2813510999999998e-25   1.8485104999999999e-24   4.4378057000000003e-21   3.0356693999999998e-34   1.3427434000000001e-14   2.1295908000000000e-14   2.3473708999999999e-17   2.2053862000000000e-09   9.9999999999999996e-39   9.4999999999999996e-01   4.8731037467837246e-02   5.8761331999999999e-01   4.2418570999999999e-30   4.7561278000000001e-01   6.3027213999999998e-01   1.0000000000000001e-05   1.0000000000000001e-05   
3.1750000000000000e+01   1.5548072265462098e-04   1.4000000000000000e+02   8.0438735000000000e+15   1.2708358000000000e+07   1.0606545999999999e-06   7.4961660999999999e-04   3.3785853000000002e-09   2.3172828000000002e-09   4.4912898000000002e-11   3.0371075000000001e-11   9.9602748999999991e-10   2.6547374000000002e-05   4.9199708999999995e-04   1.0567318000000000e-17   3.3191912999999999e-19   5.5785890000000003e-14   8.2144302000000002e-24   2.9251130000000000e-35   4.1781715999999998e-17   9.7366333999999995e-20   1.2378112999999999e-24   6.9945470000000000e-16   4.2778773999999998e-19   1.3455301000000001e-14   1.6223349000000000e-09   5.4603132000000003e-09   9.5792712000000009e-16   2.7388969000000001e-16   3.2323439000000001e-27   9.4203675999999998e-33   1.6739388999999999e-22   3.4604498999999998e-12   5.1966842000000002e-20   1.9935110000000000e-39   2.1137651000000000e-07   3.0849235000000001e-21   7.7595268000000002e-19   4.7745855000000003e-20   1.6258756000000000e-22   1.0949557000000000e-32   2.7569767000000000e-14   1.4665353000000000e-20   1.6320040000000000e-26   4.4497524000000002e-32   3.5330440000000000e-44   5.6306697999999997e-47   9.5647489000000004e-20   9.5578028999999999e-30   1.5486421000000001e-19   9.2162208000000002e-30   1.4289035000000000e-09   1.2634686000000000e-11   2.7003389999999999e-13   1.6735570000000001e-15   9.5279723999999998e-17   1.2961103000000001e-29   9.8660865000000004e-37   1.1647348000000001e-19   3.2909503999999999e-15   5.5096139000000002e-25   1.2148347000000000e-25   7.0028542000000000e-24   3.8877060999999998e-25   1.8183646000000000e-24   3.6377882000000002e-21   2.1493213000000001e-34   1.3213915000000000e-14   2.1303340999999999e-14   2.2407056000000001e-17   2.2009720999999999e-09   9.9999999999999996e-39   9.4999999689204462e-01   4.8730552506638602e-02   5.4600216000000001e-01   3.9624992000000001e-30   5.0974626999999995e-01   6.7469864999999996e-01   1.0000000000000001e-05   1.0000000000000001e-05   
